0.095426,0.454755,0.9740,NonOverlappingTemplate
0.101311,0.754837,0.9800,NonOverlappingTemplate
0.088762,0.157765,0.9900,NonOverlappingTemplate
0.801865,0.816202,0.9900,NonOverlappingTemplate
0.903338,0.611665,0.9840,NonOverlappingTemplate
0.518106,0.372462,0.9940,NonOverlappingTemplate
0.628790,0.225339,0.9840,NonOverlappingTemplate
0.984415,0.911543,0.9960,NonOverlappingTemplate
0.607993,0.427190,0.9880,NonOverlappingTemplate
0.440975,0.542417,0.9980,NonOverlappingTemplate
0.502247,0.882245,0.9900,NonOverlappingTemplate
0.322135,0.442690,0.9860,NonOverlappingTemplate
0.775337,0.615407,0.9960,NonOverlappingTemplate
0.257004,0.771687,0.9920,NonOverlappingTemplate
0.657933,0.621476,0.9880,NonOverlappingTemplate
0.566688,0.288535,0.9940,NonOverlappingTemplate
0.137282,0.808807,0.9780,NonOverlappingTemplate
0.195864,0.482500,0.9900,NonOverlappingTemplate
0.310049,0.689459,0.9880,NonOverlappingTemplate
0.759756,0.774113,0.9820,NonOverlappingTemplate
0.783019,0.657065,0.9940,NonOverlappingTemplate
0.649612,0.589705,0.9920,NonOverlappingTemplate
0.759756,0.892676,0.9940,NonOverlappingTemplate
0.522100,0.616841,0.9900,NonOverlappingTemplate
0.771469,0.787450,0.9880,NonOverlappingTemplate
0.743915,0.601942,0.9780,NonOverlappingTemplate
0.138860,0.107646,0.9940,NonOverlappingTemplate
0.380407,0.304409,0.9900,NonOverlappingTemplate
0.794391,0.865662,0.9920,NonOverlappingTemplate
0.325206,0.180285,1.0000,NonOverlappingTemplate
0.244236,0.572654,0.9860,NonOverlappingTemplate
0.632955,0.569301,0.9880,NonOverlappingTemplate
0.522100,0.304561,0.9900,NonOverlappingTemplate
0.591409,0.096755,0.9900,NonOverlappingTemplate
0.992084,0.931955,0.9840,NonOverlappingTemplate
0.112708,0.265691,0.9860,NonOverlappingTemplate
0.620465,0.707827,0.9920,NonOverlappingTemplate
0.858002,0.634710,0.9860,NonOverlappingTemplate
0.429923,0.863123,1.0000,NonOverlappingTemplate
0.538182,0.163317,0.9860,NonOverlappingTemplate
0.514124,0.533605,0.9920,NonOverlappingTemplate
0.632955,0.569851,0.9900,NonOverlappingTemplate
